temperature,humidity,final_label
30.3926,37.0287,3
30.0176,34.7318,3
30.4246,38.4536,3
30.1613,38.5601,3
31.3019,41.5898,3
30.7007,41.5983,3
30.8511,43.0225,3
29.6142,43.0238,2
30.6174,44.6756,3
30.2716,44.9258,3
30.8590,48.5777,3
30.5614,48.4627,3
30.3203,50.4359,3
29.9185,48.2903,2
30.3859,52.9045,3
30.7566,54.0271,3
30.8828,54.0695,3
30.2100,55.4000,3
31.2195,58.6547,3
30.7251,56.9736,3
30.0242,60.3874,3
29.9481,59.4628,2
30.2932,63.4659,3
30.2092,59.8369,3
30.5099,63.7580,3
30.3483,64.3091,3
30.2375,67.4532,3
29.7968,66.2766,2
30.5727,68.5441,3
29.7703,69.6985,2
30.7264,71.4111,3
29.6470,72.0870,3
29.7524,74.0844,3
30.0227,72.7626,3
30.1787,75.9963,3
30.1079,76.6911,3
30.1772,79.3983,3
30.4317,77.8883,3
30.0303,79.3882,3
30.4351,80.5518,3
29.5031,82.7437,3
30.0180,84.6439,3
29.7374,84.2834,3
30.7218,86.8017,3
30.0726,87.3666,3
30.5490,85.8411,3
29.6819,90.0377,3
30.8758,89.8982,3
30.3687,93.6656,3
31.0707,92.1260,3
30.3274,96.6398,3
29.8006,95.9248,3
30.8288,22.0922,3
31.1003,21.1378,3
30.8411,24.6036,3
31.5336,24.2381,3
31.2097,27.2237,3
30.8451,27.3754,3
31.4720,31.4078,3
31.0535,28.6522,3
31.4543,32.1565,3
30.9979,31.0565,3
31.3746,33.0294,3
31.0415,33.8548,3
31.5338,35.5849,3
30.5403,34.4041,3
30.7444,37.3020,3
31.1311,37.4139,3
30.9392,40.1420,3
31.0310,42.0290,3
31.4169,43.2081,3
31.0238,42.8036,3
31.2999,46.0741,3
30.8675,45.5812,3
30.4741,48.0938,3
31.4519,47.6512,3
31.8210,49.4650,3
31.2613,50.2258,3
31.1501,52.5100,3
31.2227,53.3761,3
31.6674,54.9657,3
31.4705,54.3362,3
31.4533,56.6368,3
31.5669,59.3122,3
31.1425,57.7041,3
30.9934,60.7861,3
31.3788,62.2563,3
31.5382,62.4683,3
31.6114,65.2146,3
31.7178,64.7100,3
31.5020,66.4655,3
30.9747,68.2780,3
31.2609,69.8212,3
31.2285,68.5689,3
31.1890,72.7440,3
31.3795,69.9113,3
31.1098,75.4105,3
31.1104,72.1860,3
31.8478,76.7754,3
31.1607,75.8270,3
31.5640,78.0283,3
31.5871,79.0041,3
31.2708,81.0019,3
31.1239,81.8120,3
30.8823,81.7661,3
31.4002,83.7939,3
31.3533,85.9476,3
31.0730,86.2894,3
31.1692,87.4971,3
31.0760,89.7541,3
30.5779,90.7401,3
30.5975,90.1929,3
31.0334,90.7686,3
31.3213,92.3031,3
30.4505,95.7556,3
31.6874,96.3411,3
32.1627,22.0415,3
32.5019,23.5141,3
32.4338,23.5075,3
32.1075,24.7504,3
31.4037,27.1321,3
32.8326,27.2856,3
32.5527,29.2291,3
32.0114,29.4077,3
31.7515,30.5520,3
32.4802,32.6545,3
31.6901,34.6454,3
32.0066,34.0800,3
32.1981,37.0239,3
32.0660,37.3982,3
32.1453,39.0456,3
31.7454,40.4267,3
32.2015,41.4804,3
31.4742,40.0983,3
32.4703,43.4518,3
31.3672,44.1280,3
31.8467,46.8186,3
32.0063,45.7326,3
32.4497,47.0955,3
31.6895,47.7264,3
32.3265,49.0603,3
31.4532,50.9994,3
31.8260,52.2599,3
31.3872,52.0018,3
32.0344,55.8051,3
31.7671,56.4594,3
31.7974,56.7078,3
32.5751,57.5129,3
31.8438,59.5378,3
32.5106,60.9970,3
31.7512,61.9941,3
32.0686,61.1446,3
32.0175,64.3919,3
32.4361,65.4738,3
31.9218,66.5494,3
32.2695,66.2153,3
32.2431,69.0177,3
31.6977,68.2356,3
32.5435,71.3108,3
32.6112,70.9893,3
32.1390,75.9599,3
31.6670,72.0984,3
32.4873,75.4172,3
32.0298,75.6340,3
32.1309,77.6606,3
31.9741,78.9210,3
31.6841,80.2409,3
31.9155,79.5850,3
31.8891,83.3327,3
31.8972,82.9816,3
32.0301,84.9905,3
32.2789,86.8730,3
31.8745,88.3722,3
31.9532,88.2644,3
32.5851,90.7481,3
31.4163,90.6989,3
32.4685,92.4457,3
32.3855,92.0241,3
31.5171,95.1271,3
31.4223,94.7842,3
33.3393,20.2812,3
32.4411,21.0712,3
32.8667,24.0257,3
33.3786,25.2138,3
33.0622,26.8407,3
33.0265,25.9339,3
33.1889,28.0637,3
33.1813,30.1320,3
32.9627,31.2608,3
33.0290,28.8440,3
32.9947,33.6722,3
32.8712,34.4101,3
32.8627,35.1028,3
32.8394,36.1898,3
32.9291,38.6296,3
33.2527,37.5064,3
32.9504,41.9996,3
32.2818,41.0004,3
32.6840,42.8599,3
32.5722,43.0410,3
33.5333,44.4104,3
32.4795,44.3766,3
33.4935,47.4871,3
32.8799,47.5407,3
32.5583,50.0464,3
33.7493,51.5109,3
32.5904,53.1957,3
32.5979,51.0142,3
33.2457,56.0118,3
33.2550,54.5449,3
32.8305,57.9974,3
33.0259,56.9683,3
32.3222,59.7799,3
33.2665,58.5996,3
33.1125,62.3306,3
33.1514,62.8170,3
32.6458,62.9318,3
32.7022,65.1873,3
32.6992,66.1173,3
32.2514,68.3193,3
33.1779,69.7897,3
33.2276,69.6158,3
32.8034,71.3042,3
32.7392,73.8229,3
33.0835,73.3890,3
33.0518,72.8967,3
33.4155,75.5663,3
33.0643,77.1207,3
33.0236,78.6012,3
32.8927,78.4653,3
32.6870,80.4664,3
33.4067,80.7733,3
32.6139,82.7611,3
33.2740,83.8339,3
33.0850,85.3489,3
33.0896,85.0014,3
32.7980,88.8083,3
33.1949,87.0518,3
32.5895,90.3882,3
33.4930,88.5663,3
32.9863,91.4067,3
32.6669,92.3172,3
32.7417,94.5196,3
32.8914,94.5183,3
33.2289,22.7019,3
34.0042,22.7589,3
33.2015,24.6239,3
33.9773,23.4268,3
33.7439,26.6050,3
34.3855,28.4417,3
33.1582,31.3090,3
33.4204,29.9471,3
34.0804,30.5232,3
33.9134,31.3226,3
33.9348,33.9818,3
34.1595,33.8421,3
33.6820,37.1155,3
33.9439,36.7877,3
33.5081,37.5431,3
33.5420,37.9251,3
34.0159,41.7171,3
33.6864,42.1265,3
34.2197,43.4126,3
33.4531,44.6114,3
33.7194,45.6619,3
33.6219,44.7476,3
33.2267,48.4728,3
33.4665,50.6568,3
33.3606,49.1264,3
33.9193,51.6344,3
33.7633,53.1279,3
33.0955,52.0031,3
33.3650,53.2622,3
33.7817,52.9492,3
33.2780,56.8391,3
33.4498,57.6793,3
33.8477,60.4818,3
34.0041,60.7042,3
33.7401,62.3054,3
33.9198,62.1597,3
33.6017,64.0879,3
33.4546,64.7665,3
33.7078,66.1451,3
33.5090,65.6526,3
34.0833,69.1675,3
33.4388,69.8245,3
33.5446,70.1858,3
34.0982,70.9682,3
33.5976,73.8435,3
34.1406,73.8245,3
33.3210,76.6508,3
33.5710,77.8604,3
33.7403,76.5046,3
33.8658,80.2663,3
34.2923,82.5188,3
33.3838,81.6919,3
33.4880,83.4277,3
33.2952,82.6458,3
33.5041,86.3893,3
34.0210,85.8298,3
33.2681,87.6550,3
33.4796,88.7182,3
34.1531,91.2411,3
33.4764,87.8247,3
33.1223,93.9246,3
33.6003,91.9695,3
34.3157,96.1386,3
33.7493,94.7359,3
34.5464,22.2044,3
35.1526,22.3802,3
34.8467,25.4072,3
34.1832,25.0342,3
34.4895,24.4452,3
33.8477,25.7934,3
34.7785,29.1669,3
34.6571,30.8204,3
34.1484,31.3947,3
34.6991,30.7567,3
34.6025,32.3342,3
35.0861,33.1607,3
35.3036,36.0998,3
34.9524,36.0811,3
34.5818,37.9582,3
34.6343,38.7701,3
34.3181,40.7262,3
34.3791,42.9084,3
34.5612,44.5843,3
34.5241,43.4269,3
34.1301,45.1460,3
34.6663,46.9758,3
34.6703,49.1486,3
34.8168,49.3679,3
34.5719,52.4093,3
34.4227,49.5682,3
34.1691,54.7108,3
34.8794,52.3122,3
35.0298,55.5867,3
35.2807,53.5747,3
34.4997,56.9063,3
33.9018,58.2769,3
34.4980,60.3431,3
35.4185,59.3595,3
34.4452,62.1391,3
34.9381,61.5222,3
34.3718,65.3386,3
34.7251,62.5468,3
34.1637,68.0930,3
34.7333,66.0560,3
34.5329,69.1087,3
34.8501,67.8743,3
34.2983,71.6973,3
34.5577,71.9663,3
34.1623,74.1279,3
34.9746,74.2446,3
34.6413,76.0750,3
34.3004,76.0965,3
35.0335,78.4090,3
34.2812,78.0731,3
34.6629,80.5348,3
34.7624,81.3415,3
34.9037,84.5070,3
34.9411,82.3850,3
34.2764,85.5125,3
34.4347,84.5562,3
34.4380,87.5084,3
34.3574,87.6513,3
35.0051,90.4696,3
35.4577,90.4438,3
34.4911,92.6489,3
34.6824,93.0369,3
35.3194,94.2392,3
34.8933,95.1870,3
34.8946,22.6936,3
35.8881,21.2285,3
35.4413,22.8020,3
35.0039,25.2981,3
35.2812,25.7118,3
35.5248,26.2395,3
35.2797,29.7299,3
35.0378,28.2497,3
35.4984,32.2918,3
35.8778,30.8208,3
35.7725,33.0685,3
36.0836,32.7538,3
35.9094,35.5382,3
36.1491,36.6612,3
35.0888,38.0139,3
35.7179,39.4313,3
35.4197,40.8789,3
35.7099,40.9573,3
34.9917,42.4619,3
35.5267,44.2875,3
36.0100,46.2500,3
35.5450,46.2223,3
35.2111,47.7653,3
35.1560,46.7794,3
35.5612,50.4250,3
35.6851,50.7496,3
35.5294,53.1139,3
35.4295,52.9845,3
35.1903,55.3005,3
35.6784,54.3650,3
35.4626,56.7613,3
35.2602,56.3101,3
35.8875,60.6365,3
35.6325,61.4524,3
35.3782,64.7608,3
35.3648,62.2619,3
35.3052,64.7222,3
35.7369,64.2846,3
36.0663,66.9572,3
35.5391,65.9238,3
35.5909,68.9762,3
35.2316,68.3979,3
36.3796,71.2145,3
34.9345,70.8232,3
35.4264,74.2985,3
35.6386,74.4154,3
35.2187,76.4677,3
35.1378,75.6036,3
35.1232,77.4466,3
35.8169,79.1359,3
35.7863,80.9063,3
35.7163,79.2858,3
35.7465,83.3852,3
35.6639,83.5678,3
35.0990,84.2324,3
35.1952,86.0891,3
35.6860,86.7043,3
35.1011,87.2846,3
35.3194,89.0645,3
34.9467,89.5507,3
35.4746,91.5826,3
35.4039,93.5979,3
34.9888,94.8142,3
35.8031,94.6236,3
36.0955,23.0471,3
36.1891,22.9940,3
36.4464,24.0463,3
36.4642,24.6432,3
36.6536,26.2162,3
36.3107,26.6543,3
36.5427,28.1419,3
36.6522,29.4842,3
35.8354,32.5068,3
37.0782,32.3210,3
36.7957,33.8510,3
35.7148,32.1145,3
36.3856,35.5963,3
35.9762,36.0726,3
36.5117,37.1764,3
36.1392,39.8428,3
35.9199,41.6215,3
36.1266,41.3299,3
36.6804,43.8607,3
36.6145,42.1571,3
36.6861,44.7810,3
36.3871,45.7808,3
36.4661,48.2065,3
36.0010,46.6883,3
36.6016,50.4253,3
36.6986,50.2178,3
35.8045,53.4824,3
36.1667,52.9207,3
36.0697,56.4476,3
35.9895,54.6641,3
36.3339,56.3396,3
36.4120,58.7733,3
36.1246,60.0330,3
35.3340,59.6424,3
36.1867,61.2956,3
36.6748,61.7386,3
36.2342,64.0476,3
35.6254,63.3683,3
36.6327,64.8430,3
36.0281,66.3822,3
36.9066,69.7885,3
36.1013,70.2708,3
36.0371,72.3598,3
35.8207,72.4175,3
36.1541,72.8808,3
36.2203,74.0561,3
36.1231,76.6599,3
36.0922,76.7196,3
36.4511,78.4613,3
36.1418,78.6525,3
36.4889,82.7266,3
36.6251,81.7494,3
37.3773,83.6902,3
36.4659,83.8594,3
35.9432,85.1811,3
36.1191,86.1635,3
36.2353,88.0599,3
36.6769,88.7123,3
36.2397,89.6873,3
36.6936,90.9868,3
35.7341,92.3633,3
36.3542,93.3461,3
36.6148,95.2555,3
36.5011,95.0577,3
36.9123,21.7649,3
37.1548,21.9688,3
36.4882,23.9971,3
37.1678,24.1016,3
37.0618,27.1489,3
36.7705,25.2444,3
37.0263,29.7522,3
37.7388,29.7684,3
36.6343,31.2102,3
37.2380,31.5792,3
37.3369,32.9488,3
37.1709,34.1525,3
37.4371,35.4039,3
37.0273,33.6956,3
36.9306,38.0119,3
36.7913,38.6329,3
37.1286,38.8054,3
37.2236,40.0032,3
37.3181,42.0399,3
37.1586,42.9387,3
37.2542,45.6606,3
37.0588,44.1657,3
36.6311,47.3777,3
37.1452,47.3558,3
37.3670,50.0068,3
36.8104,50.0078,3
37.2272,52.9053,3
37.8056,52.0109,3
37.1224,55.3513,3
37.1399,54.5172,3
36.6059,56.8628,3
36.7724,55.7686,3
36.8697,58.7350,3
37.3525,60.2184,3
36.8318,61.7981,3
36.4978,61.5874,3
37.2878,65.1295,3
36.8986,65.3338,3
36.6177,65.6191,3
37.3965,68.2459,3
37.3209,69.0605,3
36.3798,67.2766,3
37.1934,71.1294,3
36.7611,71.5106,3
37.1884,74.6564,3
37.1960,74.9120,3
37.1509,76.0575,3
37.5207,75.2807,3
38.1332,78.8539,3
37.2814,78.9887,3
37.8051,81.5842,3
36.5864,82.1341,3
37.0288,83.3222,3
36.7004,83.6994,3
36.9202,85.6708,3
37.0487,87.3132,3
37.8419,87.9773,3
37.1705,87.5994,3
37.5353,89.9943,3
37.0007,91.1711,3
36.9597,92.6112,3
36.5947,93.2789,3
37.8274,95.6491,3
37.6598,94.2385,3
38.0827,21.1512,3
37.9203,22.6950,3
38.0356,23.0835,3
37.5397,23.1118,3
38.1720,28.5672,3
38.4769,25.0033,3
38.4974,29.9073,3
37.4591,28.7916,3
38.3834,31.9147,3
37.5418,31.9690,3
37.2519,33.5737,3
38.3983,33.7907,3
37.8254,36.9294,3
38.3412,37.3081,3
38.3060,39.4571,3
38.2565,38.7228,3
38.0313,40.6252,3
37.5757,39.9789,3
37.9013,43.4109,3
38.5043,43.1559,3
38.3512,46.5198,3
37.9190,46.0836,3
37.9148,49.0931,3
38.2225,46.8318,3
38.0565,51.7414,3
37.9366,50.6610,3
38.1911,51.6799,3
38.1787,51.3585,3
37.7810,55.9359,3
38.1249,54.6937,3
38.1563,57.2685,3
38.0044,57.9137,3
37.7454,59.7137,3
37.8907,58.2504,3
37.6778,63.4436,3
38.1347,60.8410,3
37.4609,64.2861,3
38.5464,64.2190,3
38.4575,67.0587,3
38.1649,65.5398,3
38.3281,68.7953,3
38.3021,68.3640,3
38.0620,71.7684,3
37.9461,71.8157,3
37.9068,73.2223,3
38.5619,74.7505,3
37.7337,76.6729,3
37.7401,75.0951,3
38.3618,76.9824,3
38.3244,78.2887,3
37.9260,81.2397,3
38.2034,80.1273,3
38.2512,83.3278,3
37.5604,83.0729,3
38.4834,87.0896,3
38.2511,84.5093,3
38.1717,88.7013,3
38.2540,88.6419,3
38.1271,90.2252,3
37.7871,88.5822,3
38.1189,92.8126,3
38.1952,91.4414,3
38.2258,96.8491,3
38.0275,94.9445,3
29.3955,48.0747,2
30.2706,43.1079,3
23.6463,81.6725,3
36.9579,45.1187,3
29.2879,41.6967,2
16.3334,77.5529,3
19.2751,53.2056,2
27.1761,34.3888,2
17.3639,47.1450,1
38.8071,67.9806,3
24.5353,23.0350,1
30.0068,27.1961,3
28.5636,78.6521,3
25.5896,43.3541,2
16.1846,21.9327,1
25.7507,88.9009,3
21.1016,64.7763,2
32.1076,24.7447,3
18.8275,45.8396,1
31.7523,54.2447,3
33.3549,87.6726,3
33.9593,97.3953,3
33.8590,86.4700,3
35.8092,76.9607,3
35.0450,92.9053,3
26.8802,69.7864,2
27.8735,86.3809,3
25.7840,83.9387,3
34.9839,95.0271,3
21.2230,75.3503,3
33.9230,93.0297,3
37.6726,64.7350,3
29.4788,33.0487,2
39.3741,39.8914,3
33.1184,82.0720,3
26.0304,36.4731,2
19.7240,86.8067,3
27.7689,27.0307,2
32.9255,39.5133,3
36.9099,44.1466,3
20.0068,26.6190,1
27.7883,55.1575,2
33.7828,56.2390,3
23.5954,40.4091,1
21.9537,92.3721,3
19.1270,97.0778,3
23.1730,26.8944,1
21.2173,24.5563,1
34.7507,59.9791,3
23.4247,71.6399,3
30.7662,93.3100,3
39.0315,73.0933,3
35.4454,81.8092,3
27.2826,74.9477,3
16.9565,79.1256,3
39.0458,26.6280,3
35.9029,92.7724,3
20.6547,60.9353,2
38.1965,94.8976,3
18.1971,47.2223,1
32.4536,37.2816,3
23.1193,21.8167,1
18.8380,63.8617,2
31.3273,70.6151,3
34.4590,52.3919,3
21.8373,21.2153,1
20.1657,44.3662,1
19.4552,21.5713,1
18.9362,71.9558,3
30.7396,92.9833,3
34.9542,64.2850,3
18.4389,63.9976,2
16.5399,53.6090,2
24.7565,53.3695,2
21.9956,73.4948,3
36.0236,79.9443,3
30.6938,61.9909,3
15.7771,76.3889,3
28.6246,41.1178,2
23.1961,92.9773,3
30.6091,57.1212,3
30.5230,52.2719,3
26.7546,42.6441,2
25.9963,73.4762,3
15.9985,82.0121,3
22.0745,73.2397,3
31.0681,70.9050,3
30.2032,94.8099,3
27.7086,77.1209,3
32.6362,38.4289,3
22.0826,53.0733,2
21.9424,48.6060,1
24.7740,67.1014,2
20.4973,82.7348,3
25.9384,75.0870,3
17.0361,56.6573,2
15.7055,72.7210,3
23.5928,94.0417,3
23.1031,63.9769,2
21.4347,68.3688,2
26.6761,48.9090,2
20.0922,28.6987,1
17.9970,97.9251,3
25.3078,20.1505,2
38.8232,21.5584,3
25.4647,75.9632,3
37.8650,75.6051,3
26.5906,96.0065,3
15.9830,96.9776,3
36.2348,92.4565,3
21.3693,31.1117,1
31.5829,60.2370,3
28.0792,92.1203,3
30.5020,44.2630,3
25.0017,30.4127,2
19.8079,31.1813,1
35.2573,74.9801,3
28.2586,49.2007,2
31.7124,83.4066,3
37.0308,62.6673,3
35.4971,59.8819,3
26.8633,87.5037,3
24.6593,50.8812,2
22.6228,60.4587,2
28.6213,71.5160,3
25.7626,36.9913,2
36.6711,46.9881,3
38.0736,36.1736,3
29.0014,61.8560,2
35.7162,30.8304,3
37.7484,61.4514,3
29.6527,59.7930,2
15.9006,58.7731,2
21.5887,46.7297,1
31.2275,58.8204,3
17.3305,25.6972,1
19.6414,34.8890,1
30.2075,33.8695,3
37.0430,36.3613,3
17.2783,88.3082,3
22.3832,53.1830,2
38.9757,93.6608,3
32.8729,25.3772,3
29.8335,97.1481,3
38.6729,28.2682,3
24.8992,44.6119,1
18.2432,74.1943,3
21.8462,46.8995,1
17.2590,58.8415,2
18.9542,53.7031,2
18.5836,94.4003,3
18.6246,60.7072,2
19.9245,25.9562,1
20.0577,24.2724,1
18.4849,58.4918,2
31.2954,26.8125,3
26.0255,65.3373,2
20.8556,49.0221,1
16.7959,37.1702,1
26.6688,97.2545,3
39.9066,96.4105,3
25.5772,26.2931,2
23.0893,38.5417,1
15.3532,27.4282,1
26.3298,46.4937,2
19.5088,75.8558,3
23.9279,86.4457,3
21.0244,61.9947,2
19.6035,58.6334,2
18.8117,32.6031,1
30.3056,40.5753,3
19.3092,92.5219,3
16.0751,64.0816,2
28.7066,39.5475,2
26.3193,26.8435,2
33.0318,37.2924,3
19.8346,44.5605,1
37.5592,82.1244,3
38.6723,70.8531,3
31.5730,57.4424,3
37.6297,59.8484,3
23.8765,69.9492,2
28.6535,29.6735,2
24.8181,44.4394,1
36.1708,49.5497,3
35.5389,54.5064,3
33.8375,30.5520,3
38.1163,57.4837,3
21.4950,38.8362,1
21.6269,48.6045,1
32.9380,94.0690,3
31.7259,62.6790,3
26.2149,84.5992,3
36.2414,42.8569,3
38.8355,50.8190,3
35.0020,95.4119,3
32.5915,32.6010,3
29.6534,29.2646,2
34.7285,41.9426,3
32.3804,90.9870,3
19.5252,50.6429,2
31.1780,52.7334,3
19.3705,22.2676,1
25.1650,70.6383,3
29.3496,32.1868,2
26.2673,48.8187,2
21.8551,76.8832,3
22.7413,62.1311,2
38.0806,62.0635,3
30.4256,25.7132,3
19.4534,27.8742,1
34.1203,85.2018,3
19.6614,37.1032,1
23.0802,66.1041,2
30.5449,73.5668,3
37.6298,43.0131,3
31.4690,63.6584,3
22.6459,90.7784,3
17.3871,75.5361,3
33.1968,91.3955,3
27.9645,45.0865,2
35.6935,80.1232,3
27.5079,79.8929,3
21.6969,65.9815,2
36.6296,44.8028,3
27.0887,94.1815,3
34.9553,89.1890,3
24.6312,97.7274,3
18.8141,60.4641,2
26.9818,82.2777,3
37.7154,77.0289,3
30.6704,53.3395,3
27.7581,59.7254,2
15.5092,59.2376,2
36.3993,75.3234,3
34.8927,50.4578,3
28.2243,22.6117,2
24.5749,57.0045,2
21.3802,22.4368,1
32.2602,53.9368,3
25.3920,39.4990,2
28.4458,54.1661,2
26.8496,65.3080,2
15.1581,90.8003,3
16.7772,55.1721,2
20.1843,60.8550,2
22.0058,87.0805,3
24.9090,69.8229,2
21.2220,21.5137,1
25.1039,61.8459,2
26.4887,95.0371,3
32.6710,97.6622,3
22.3765,81.5462,3
28.8890,67.7173,2
39.6463,71.0110,3
37.4704,76.6085,3
18.1847,74.5550,3
27.1079,91.6662,3
35.1709,28.1225,3
18.3479,25.4297,1
27.3311,26.3002,2
33.0920,63.0840,3
35.8971,41.8241,3
27.9785,29.1634,2
37.1152,33.6504,3
17.5591,35.9939,1
35.1558,28.2535,3
30.3607,78.2021,3
33.7770,34.8247,3
16.5406,55.0069,2
20.0621,74.5431,3
23.9173,55.0496,2
17.8371,64.2689,2
19.6381,72.9609,3
16.7792,96.1198,3
32.1132,34.1749,3
15.3524,46.0881,1
18.8203,37.0361,1
36.8188,67.0500,3
19.4114,63.4194,2
21.3945,96.1437,3
15.8189,77.1208,3
34.3249,25.2387,3
19.2967,49.9759,1
36.7039,61.8860,3
31.3827,81.0750,3
35.7031,57.1502,3
27.7198,76.0045,3
21.5836,86.6502,3
15.5197,35.2702,1
35.0050,46.5401,3
18.7458,34.5669,1
28.2689,86.0022,3
16.7663,22.3775,1
26.6292,94.5826,3
21.9752,94.8153,3
37.1920,42.0845,3
35.4237,73.4977,3
27.7956,52.9875,2
35.3876,81.8602,3
33.9234,97.8640,3
26.9628,82.9400,3
36.5620,36.5050,3
16.0517,51.5704,2
36.4184,42.5501,3
32.5003,20.5732,3
23.8841,68.0103,2
18.2439,89.9353,3
18.9068,90.9639,3
20.4097,97.5537,3
30.1187,26.5789,3
16.6319,25.8439,1
29.7473,83.1472,3
25.0741,54.6972,2
29.7322,61.5772,2
32.2015,56.7993,3
32.8465,97.7902,3
23.7574,20.9528,1
18.1406,63.1741,2
23.6064,93.3186,3
30.6862,60.5877,3
34.9510,40.1700,3
35.4935,20.2388,3
30.4919,92.9111,3
34.6965,86.5835,3
24.9239,84.2906,3
28.7708,68.2461,2
16.4729,35.7210,1
28.7741,24.5865,2
33.5362,85.5244,3
38.0091,27.9379,3
38.4930,25.2744,3
26.8514,85.5396,3
16.7578,21.4220,1
15.6237,59.8791,2
35.2899,29.9393,3
18.1153,64.3467,2
20.8574,76.9567,3
38.7409,79.7506,3
36.9294,60.5277,3
35.8080,34.2664,3
16.7087,71.1643,3
16.2988,89.6135,3
32.2889,94.2717,3
22.8472,57.9203,2
33.5423,38.9368,3
28.5462,71.4384,3
39.4702,78.0869,3
17.9533,57.0760,2
29.7193,31.4366,2
25.7992,42.1525,2
17.9707,59.9393,2
19.1408,66.0619,2
19.2424,76.4404,3
19.8810,89.9102,3
15.6552,60.7158,2
23.0026,37.5560,1
26.7901,85.6775,3
37.8819,43.6534,3
18.8561,76.1710,3
29.5500,35.6793,2
34.0074,60.4766,3
31.3349,48.0284,3
25.9774,34.0667,2
33.9129,32.2469,3
34.4576,82.2446,3
33.6650,21.5150,3
21.8283,56.5303,2
29.8886,91.6993,3
24.3902,88.2518,3
19.0857,48.9599,1
16.3071,77.9142,3
18.7663,40.0476,1
34.3808,61.7079,3
15.3493,20.1743,1
27.7665,43.7865,2
19.5078,67.8603,2
20.7109,66.1922,2
24.4816,34.5662,1
18.4526,38.4751,1
15.7458,44.0339,1
37.5489,84.8462,3
24.3001,64.9150,2
29.1840,84.6415,3
20.9073,43.1182,1
22.5446,23.1879,1
22.8672,88.4773,3
37.7997,28.5516,3
26.4515,49.7452,2
27.2340,63.2681,2
15.5065,85.6949,3
39.3416,70.9656,3
31.5113,61.1824,3
23.3568,31.6203,1
29.6016,23.5054,2
35.6126,52.8311,3
25.3689,45.5193,2
39.2338,33.6435,3
18.7827,32.9115,1
31.4632,97.3678,3
20.8869,90.6382,3
21.9654,70.5362,3
16.0125,58.6610,2
31.3642,61.8329,3
20.9459,84.6228,3
39.2534,55.8173,3
30.8980,81.6522,3
21.0372,87.4271,3
22.0050,80.5148,3
17.8025,42.4942,1
28.3405,60.9439,2
36.2608,97.6979,3
17.6803,41.1683,1
23.9400,57.3556,2
27.3477,86.7832,3
34.2640,21.4704,3
26.3755,68.2098,2
26.5099,30.1903,2
24.9369,52.1091,2
19.6929,78.9920,3
23.0350,65.9410,2
27.8933,88.4393,3
18.0504,28.9125,1
22.5080,53.6348,2
22.4636,79.5286,3
21.1316,26.6124,1
25.3450,80.3236,3
36.2640,77.2009,3
28.9472,76.4870,3
32.0347,38.2806,3
28.7690,80.1075,3
22.9280,71.0099,3
27.0370,59.2464,2
17.2514,71.9649,3
36.6422,31.0316,3
24.1526,23.7961,1
15.7408,97.1934,3
27.3368,47.7305,2
21.8719,96.4410,3
21.3063,76.6053,3
22.0940,25.4982,1
32.0819,20.1272,3
31.8937,39.5294,3
33.6526,80.0405,3
33.1027,21.9097,3
32.5934,97.2314,3
21.0656,41.3906,1
35.3382,32.5110,3
31.5146,78.8921,3
15.9290,63.1934,2
29.3969,43.6685,2
36.9086,32.6945,3
24.1049,86.1962,3
19.7661,84.0672,3
16.9767,58.1599,2
16.8833,72.8765,3
34.7650,86.2890,3
39.5316,72.4172,3
34.2265,59.4491,3
37.8184,70.2132,3
37.0888,38.3653,3
27.4184,76.9259,3
20.0680,36.4845,1
39.4511,53.8996,3
19.5454,45.8542,1
24.9344,68.6006,2
38.0754,96.9540,3
31.2925,74.5939,3
23.0457,86.8584,3
20.4450,28.2977,1
39.3314,87.4028,3
22.5911,72.6633,3
26.6755,45.2040,2
22.1694,30.6101,1
28.7330,54.8345,2
27.8047,36.7979,2
38.4653,69.8101,3
37.4900,28.5232,3
30.5713,86.2580,3
23.2730,35.2212,1
21.6255,41.2888,1
26.1800,45.4252,2
21.7819,70.5840,3
16.3258,46.5484,1
32.2438,33.7163,3
20.5232,35.6520,1
15.0232,56.9539,2
15.9740,41.2893,1
39.8701,91.6349,3
20.3769,44.1802,1
26.5926,85.8643,3
35.0661,29.8468,3
18.1112,52.5051,2
36.7524,88.8026,3
17.6841,64.7952,2
18.8919,73.5181,3
37.9108,55.4720,3
17.0771,65.1818,2
25.2129,83.2501,3
23.5086,88.2420,3
21.8425,32.2864,1
22.6620,22.7234,1
22.0311,71.4892,3
18.5571,28.6865,1
18.3096,26.0490,1
36.8659,93.6410,3
16.1640,79.2856,3
33.4288,97.7589,3
23.6968,42.2697,1
26.3271,86.8129,3
33.2148,56.7867,3
21.1141,76.7072,3
36.3632,51.1962,3
31.7146,51.2165,3
26.9623,60.9430,2
34.3931,96.2455,3
26.1092,46.7006,2
24.3398,30.4433,1
22.4235,26.7429,1
25.6974,33.0539,2
23.6602,81.8991,3
21.1482,67.7278,2
37.5295,64.2205,3
19.8448,46.8918,1
29.7592,59.5157,2
18.7155,54.8501,2
28.5767,40.8520,2
30.3111,25.4725,3
23.4152,82.7336,3
21.4821,67.2038,2
25.2507,44.6839,2
37.9033,46.7744,3
20.9169,90.9255,3
33.6486,73.1804,3
16.2384,30.2340,1
30.9585,36.3358,3
20.6409,80.7728,3
